id	name	type	location	team	initiationDate	finalisationDate	finalStatus
3947	Weightlifting-3947	Weightlifting	Ivanhoe East	Team-1	2009-10-07	2010-08-17	
3948	Rugby 7s-3948	Rugby 7s	Elliott Heads	Team-40	2017-06-27	2019-04-25	
3949	Hockey-3949	Hockey	Karrinyup	Team-76	2005-02-23	2006-10-30	
3950	Kayak-3950	Kayak	Coorparoo	Team-78	2013-01-05	2014-04-16	
3951	Canoe-3951	Canoe	Colebee	Team-75	2006-08-12	2007-03-16	
3952	Sailing-3952	Sailing	Eaglemont	Team-16	2007-06-04	2009-06-02	
3953	Rowing-3953	Rowing	Longwarry	Team-59	2003-02-28	2005-01-28	
3954	Karate-3954	Karate	Denham Court	Team-25	2014-07-24	2016-02-18	
3955	Badminton-3955	Badminton	Karawatha	Team-26	2014-05-23	2016-02-18	
3956	Water polo-3956	Water polo	Mansfield (Qld)	Team-5	2018-05-24	2020-03-09	
3957	Archery-3957	Archery	Bardon	Team-87	2016-04-23	2017-11-22	
3958	Judo-3958	Judo	Ingleside	Team-18	2011-06-03	2013-03-08	
3959	Hockey-3959	Hockey	Green Fields	Team-33	2003-03-28	2005-01-26	
3960	Karate-3960	Karate	Wildwood	Team-33	2013-06-01	2015-04-02	
3961	Weightlifting-3961	Weightlifting	Slacks Creek	Team-95	2000-10-14	2002-09-20	
3962	Rugby union-3962	Rugby union	Cecil Park	Team-36	2004-03-19	2005-09-26	
3963	Lacrosse-3963	Lacrosse	Derrimut	Team-7	2006-05-11	2008-02-12	
3964	Volleyball-3964	Volleyball	Pyrmont	Team-26	2017-11-23	2019-04-09	
3965	Diving-3965	Diving	Hurlstone Park	Team-66	2017-03-01	2018-10-27	
3966	Gymnastics-3966	Gymnastics	Christies Beach	Team-46	2009-09-06	2011-02-21	
3967	Weightlifting-3967	Weightlifting	Carlingford	Team-52	2006-10-06	2008-04-09	
3968	Boxing-3968	Boxing	Greenwith	Team-66	2004-11-18	2006-10-24	
3969	Taekwondo-3969	Taekwondo	Wareemba	Team-95	2013-04-28	2015-05-04	
3970	Baseball-3970	Baseball	Lysterfield	Team-37	2007-10-11	2009-07-31	
3971	Golf-3971	Golf	Boondall	Team-41	2012-10-25	2014-09-08	
3972	Pentathlon-3972	Pentathlon	Birrong	Team-18	2008-11-15	2010-04-25	
3973	Basketball-3973	Basketball	Elizabeth Bay	Team-76	2003-09-22	2005-08-10	
3974	Squash-3974	Squash	Brighton (Qld)	Team-6	2014-12-11	2016-10-01	
3975	Hockey-3975	Hockey	Yellow Rock (Blue Mountains - NSW)	Team-13	2013-12-10	2015-07-11	
3976	Sailing-3976	Sailing	Rosanna	Team-32	2012-05-18	2014-02-18	
3977	Softball-3977	Softball	Middleton (SA)	Team-7	2003-08-12	2005-08-14	
3978	Wrestling-3978	Wrestling	Mount Druitt	Team-87	2018-09-25	2020-09-05	
3979	Handball-3979	Handball	Lysterfield	Team-72	2016-12-04	2018-04-23	
3980	Polo-3980	Polo	Wangaratta South	Team-52	2001-02-05	2002-09-19	
3981	Croquet-3981	Croquet	Vittoria (WA)	Team-27	2013-06-24	2013-11-26	
3982	Netball-3982	Netball	Eltham (Vic.)	Team-36	2001-06-14	2002-04-20	
3983	Triathlon-3983	Triathlon	Melbourne	Team-85	1999-05-11	2001-03-26	
3984	Basketball-3984	Basketball	Dandenong South	Team-30	2010-07-25	2011-08-08	
3985	Weightlifting-3985	Weightlifting	Red Rock	Team-23	2018-12-28	2020-09-15	
3986	Rugby 7s-3986	Rugby 7s	South Perth	Team-86	2008-04-15	2009-11-21	
3987	Tennis-3987	Tennis	Zetland	Team-20	2014-11-18	2016-07-01	
3988	Volleyball-3988	Volleyball	West Wodonga	Team-62	2015-03-05	2017-01-27	
3989	Croquet-3989	Croquet	Bundamba	Team-42	2007-02-01	2008-11-04	
3990	Tennis-3990	Tennis	Balmain	Team-31	2018-04-22	2018-10-21	
3991	Cricket-3991	Cricket	New Zealand	Team-30	2016-10-20	2018-09-12	
3992	Equestrian-3992	Equestrian	Westminster	Team-53	2007-01-20	2008-12-11	
3993	Croquet-3993	Croquet	Oxley (Qld)	Team-2	2002-05-17	2004-01-24	
3994	Bowling-3994	Bowling	Eritrea	Team-63	2007-05-02	2009-01-05	
3995	Kayak-3995	Kayak	Burpengary East	Team-58	2000-01-16	2002-01-18	
3996	Softball-3996	Softball	Waterways	Team-30	2017-07-20	2019-07-02	
3997	Baseball-3997	Baseball	Somerville (Vic.)	Team-11	2003-05-08	2004-11-30	
3998	Soccer-3998	Soccer	Tugun	Team-9	2009-06-16	2011-02-08	
3999	Badminton-3999	Badminton	Sharon	Team-35	2009-11-08	2010-07-21	
4000	Climbing-4000	Climbing	Baulkham Hills	Team-60	2005-04-01	2005-08-23	
4001	Cycling-4001	Cycling	Cranbourne West	Team-29	2003-12-06	2005-06-05	
4002	Bowling-4002	Bowling	Bedfordale	Team-24	2010-02-25	2012-02-03	
4003	Wrestling-4003	Wrestling	Mulbring	Team-87	2011-01-13	2012-08-15	
4004	Soccer-4004	Soccer	Bulgaria	Team-7	2004-04-11	2005-10-16	
4005	Gymnastics-4005	Gymnastics	Girrawheen	Team-15	2003-03-15	2004-12-18	
4006	Track and field-4006	Track and field	Guinea	Team-85	2011-07-17	2013-06-09	
4007	Croquet-4007	Croquet	Blackmans Bay	Team-84	2003-05-21	2004-06-09	
4008	Tennis-4008	Tennis	China	Team-21	2016-06-17	2018-03-23	
4009	Basketball-4009	Basketball	Acacia Gardens	Team-98	2002-08-23	2004-03-25	
4010	Swimming-4010	Swimming	Tharwa	Team-84	2003-02-03	2005-01-08	
4011	Bowling-4011	Bowling	Woodford (Vic.)	Team-71	2017-05-08	2018-10-12	
4012	Swimming-4012	Swimming	Flinders View	Team-13	2008-07-16	2010-03-24	
4013	Tennis-4013	Tennis	Woonona	Team-82	2003-05-19	2004-12-05	
4014	Bowling-4014	Bowling	Thirlmere	Team-73	2018-12-17	2019-08-01	
4015	Lacrosse-4015	Lacrosse	Chigwell	Team-26	2017-05-01	2019-04-06	
4016	Dancing-4016	Dancing	Dalby	Team-76	2001-08-20	2003-07-14	
4017	Golf-4017	Golf	Tarrawanna	Team-95	2015-01-01	2015-07-21	
4018	Bowling-4018	Bowling	Indooroopilly	Team-65	2009-03-03	2010-12-10	
4019	Badminton-4019	Badminton	Lyrup	Team-38	2000-06-06	2001-11-06	
4020	Cricket-4020	Cricket	Iraq	Team-58	2002-04-04	2004-01-02	
4021	Kayak-4021	Kayak	Honduras	Team-19	2001-07-04	2003-04-12	
4022	Shooting-4022	Shooting	Mount Eliza	Team-2	2017-10-23	2019-09-24	
4023	Diving-4023	Diving	Truganina	Team-54	1999-09-22	2001-07-20	
4024	Canoe-4024	Canoe	Tea Tree	Team-48	2018-09-12	2020-09-10	
4025	Equestrian-4025	Equestrian	Greenwith	Team-47	2015-07-10	2017-06-01	
4026	Polo-4026	Polo	Jerrabomberra	Team-73	2010-09-26	2012-06-10	
4027	Baseball-4027	Baseball	Upper Mount Gravatt	Team-88	2000-10-06	2002-07-21	
4028	Track and field-4028	Track and field	Box Hill North	Team-28	2005-09-06	2007-08-02	
4029	Equestrian-4029	Equestrian	Croydon North	Team-57	2017-12-14	2019-11-18	
4030	Hockey-4030	Hockey	Mooroolbark	Team-59	2000-10-18	2001-12-27	
4031	Hockey-4031	Hockey	Fairfield Heights	Team-60	2017-02-16	2018-07-15	
4032	Climbing-4032	Climbing	Burnside Heights	Team-10	2008-08-09	2010-04-21	
4033	Water polo-4033	Water polo	Marshall	Team-49	2002-08-14	2003-11-02	
4034	Basketball-4034	Basketball	Redesdale	Team-35	2016-07-28	2018-05-24	
4035	Canoe-4035	Canoe	Middle Ridge	Team-97	2003-07-26	2005-04-19	
4036	Shooting-4036	Shooting	Park Orchards	Team-11	2017-12-14	2019-09-09	
4037	Softball-4037	Softball	Mount Waverley	Team-7	2004-02-21	2005-08-03	
4038	Weightlifting-4038	Weightlifting	Blacktown	Team-33	2016-05-16	2018-02-25	
4039	Rugby 7s-4039	Rugby 7s	Mount Archer (Rockhampton - Qld)	Team-18	2014-04-13	2015-09-27	
4040	Boxing-4040	Boxing	Bayswater (WA)	Team-6	2001-04-15	2003-04-14	
4041	Sailing-4041	Sailing	Burwood (NSW)	Team-44	2012-08-16	2013-10-13	
4042	Tennis-4042	Tennis	Tarbuck Bay	Team-51	2002-11-22	2004-11-14	
4043	Judo-4043	Judo	Niger	Team-42	2010-08-26	2012-07-17	
4044	Badminton-4044	Badminton	Chatswood	Team-90	2015-06-14	2017-06-08	
4045	Taekwondo-4045	Taekwondo	Noble Park North	Team-62	2008-09-16	2010-08-10	
4046	Hockey-4046	Hockey	Buninyong	Team-28	2007-07-07	2009-02-04	
4047	Diving-4047	Diving	Eaton (NT)	Team-96	2012-02-16	2014-01-05	
4048	Water polo-4048	Water polo	Wellington Point	Team-12	2018-10-22	2020-05-26	
4049	Dancing-4049	Dancing	Mexico	Team-57	2009-12-05	2011-10-05	
4050	Canoe-4050	Canoe	Obley	Team-47	2003-08-23	2005-08-07	
4051	Polo-4051	Polo	Salisbury North	Team-1	2011-08-28	2012-04-19	
4052	Weightlifting-4052	Weightlifting	Strathfield (NSW)	Team-34	2004-03-24	2005-08-21	
4053	Wrestling-4053	Wrestling	Wilmot	Team-29	2004-08-18	2005-10-31	
4054	Climbing-4054	Climbing	Central Mangrove	Team-76	2013-02-09	2015-02-08	
4055	Squash-4055	Squash	East Killara	Team-7	2014-12-16	2016-12-01	
4056	Fencing-4056	Fencing	North Curl Curl	Team-20	2005-11-09	2007-03-14	
4057	Karate-4057	Karate	Alexandra Hills	Team-40	2012-06-24	2013-06-14	
4058	Bowling-4058	Bowling	Limestone Creek	Team-6	2000-03-11	2001-10-07	
4059	Volleyball-4059	Volleyball	Toowoomba City	Team-29	2005-07-12	2006-12-31	
4060	Lacrosse-4060	Lacrosse	Cranebrook	Team-81	2006-02-05	2007-11-27	
4061	Triathlon-4061	Triathlon	Mount Lewis	Team-51	2017-12-13	2019-03-17	
4062	Rowing-4062	Rowing	Eaton (WA)	Team-34	2015-02-19	2016-10-24	
4063	Bowling-4063	Bowling	Thora	Team-40	2000-11-07	2002-10-25	
4064	Kayak-4064	Kayak	Bondi	Team-65	2008-09-21	2010-02-26	
4065	Hockey-4065	Hockey	Rochedale South	Team-52	1999-02-07	2000-09-20	
4066	Rugby 7s-4066	Rugby 7s	Mitchell Park (SA)	Team-56	1999-08-27	2001-06-06	
4067	Archery-4067	Archery	Fremantle	Team-49	2010-09-22	2012-03-01	
4068	Basketball-4068	Basketball	Westmead	Team-23	2004-08-01	2005-06-18	
4069	Softball-4069	Softball	Merrylands	Team-68	2014-11-22	2016-06-30	
4070	Polo-4070	Polo	Cambridge Gardens	Team-34	2015-08-05	2017-02-20	
4071	Basketball-4071	Basketball	New Zealand	Team-66	2013-09-16	2015-07-14	
4072	Squash-4072	Squash	Chelmer	Team-98	2015-01-09	2016-06-28	
4073	Judo-4073	Judo	Middle Park (Vic.)	Team-25	2007-01-20	2007-04-25	
4074	Pentathlon-4074	Pentathlon	The Gap (Brisbane - Qld)	Team-29	2011-04-17	2012-10-12	
4075	Cricket-4075	Cricket	Emmaville	Team-23	2018-07-22	2020-04-08	
4076	Volleyball-4076	Volleyball	Windaroo	Team-97	2011-02-19	2012-06-17	
4077	Dancing-4077	Dancing	Virginia (Qld)	Team-17	2016-02-21	2017-12-26	
4078	Soccer-4078	Soccer	Karangi	Team-4	1999-02-14	2000-05-26	
4079	Handball-4079	Handball	Kew (Vic.)	Team-69	2005-08-25	2007-03-26	
4080	Rugby 7s-4080	Rugby 7s	Seaford (Vic.)	Team-2	2000-09-12	2002-03-24	
4081	Basketball-4081	Basketball	O'Halloran Hill	Team-81	1999-08-05	2001-06-14	
4082	Climbing-4082	Climbing	Taroom	Team-18	2003-11-09	2005-06-20	
4083	Baseball-4083	Baseball	Kangaroo Point (Qld)	Team-48	2013-11-09	2014-11-25	
4084	Kayak-4084	Kayak	Guys Hill	Team-11	2015-03-27	2015-09-17	
4085	Badminton-4085	Badminton	Loganholme	Team-57	2007-11-17	2009-05-25	
4086	Dancing-4086	Dancing	Newstead (Tas.)	Team-50	2012-04-08	2014-03-27	
4087	Soccer-4087	Soccer	Fiji	Team-18	2001-09-26	2003-08-29	
4088	Polo-4088	Polo	Estella	Team-90	2004-07-18	2006-03-28	
4089	Diving-4089	Diving	Kirwan	Team-78	2006-10-25	2008-06-05	
4090	Netball-4090	Netball	Templestowe Lower	Team-38	2010-06-01	2012-01-03	
4091	Gymnastics-4091	Gymnastics	Marrickville	Team-27	2016-06-16	2017-04-04	
4092	Dancing-4092	Dancing	Ivanhoe (Vic.)	Team-42	2018-12-10	2020-12-02	
4093	Gymnastics-4093	Gymnastics	Geelong West	Team-52	2008-10-13	2010-05-22	
4094	Badminton-4094	Badminton	Toorak	Team-23	2002-11-05	2002-11-12	
4095	Hockey-4095	Hockey	Slacks Creek	Team-82	2000-10-21	2002-07-09	
4096	Softball-4096	Softball	Mount Helena	Team-76	1999-09-10	2001-07-10	
4097	Karate-4097	Karate	Greece	Team-60	2005-06-13	2006-02-12	
4098	Handball-4098	Handball	Bunyan	Team-52	2018-02-13	2019-02-02	
4099	Lacrosse-4099	Lacrosse	Argentina	Team-5	2006-12-04	2008-11-15	
4100	Squash-4100	Squash	Merrimac	Team-34	2008-11-15	2010-05-31	
4101	Boxing-4101	Boxing	Gilles Plains	Team-1	2004-07-22	2006-05-01	
4102	Archery-4102	Archery	Box Hill North	Team-11	2000-01-06	2001-12-12	
4103	Golf-4103	Golf	Port Hacking	Team-95	2013-12-18	2015-10-18	
4104	Golf-4104	Golf	Bedford	Team-77	2015-04-07	2017-02-15	
4105	Boxing-4105	Boxing	West End (Brisbane - Qld)	Team-62	2007-05-06	2008-11-17	
4106	Dancing-4106	Dancing	Balgownie	Team-26	2009-03-16	2011-01-28	
4107	Diving-4107	Diving	East Ballina	Team-34	2003-11-20	2004-12-20	
4108	Swimming-4108	Swimming	Madeley	Team-50	2014-11-21	2016-07-22	
4109	Wrestling-4109	Wrestling	Acton (ACT)	Team-17	2014-07-02	2016-06-18	
4110	Taekwondo-4110	Taekwondo	Biddeston	Team-26	2011-10-17	2013-09-01	
4111	Tennis-4111	Tennis	Normanhurst	Team-32	2018-01-25	2019-06-10	
4112	Karate-4112	Karate	Wanneroo	Team-61	2003-10-10	2005-06-26	
4113	Dancing-4113	Dancing	Bray Park (Qld)	Team-34	2009-02-12	2009-09-16	
4114	Pentathlon-4114	Pentathlon	Jamaica	Team-3	2008-05-24	2010-05-26	
4115	Basketball-4115	Basketball	North Lake	Team-59	2011-08-26	2013-07-20	
4116	Dancing-4116	Dancing	Ascot Vale	Team-49	2015-08-20	2016-05-04	
4117	Rugby 7s-4117	Rugby 7s	Glenthorne	Team-75	2004-12-16	2006-12-15	
4118	Handball-4118	Handball	Oman	Team-43	2011-09-22	2013-08-03	
4119	Pentathlon-4119	Pentathlon	Broadbeach	Team-32	2003-08-20	2005-01-24	
4120	Judo-4120	Judo	Wandearah East	Team-80	2015-02-26	2016-11-05	
4121	Climbing-4121	Climbing	Narrogin Valley	Team-48	2013-07-21	2015-04-26	
4122	Softball-4122	Softball	Woodbine (NSW)	Team-93	2008-08-14	2010-03-27	
4123	Soccer-4123	Soccer	Prince Henry Heights	Team-12	2001-03-25	2003-01-18	
4124	Badminton-4124	Badminton	Ravenshoe	Team-7	2004-10-23	2006-04-18	
4125	Wrestling-4125	Wrestling	Leederville	Team-48	2004-03-04	2006-01-25	
4126	Karate-4126	Karate	Hampton Park	Team-79	2008-06-14	2010-03-22	
4127	Triathlon-4127	Triathlon	Elanora	Team-71	2013-06-17	2015-04-19	
4128	Squash-4128	Squash	Douglas (Townsville - Qld)	Team-85	2008-09-20	2010-07-22	
4129	Bowling-4129	Bowling	Corinda	Team-21	2014-08-21	2016-05-01	
4130	Surfing-4130	Surfing	Ballajura	Team-23	2014-09-17	2016-06-13	
4131	Cycling-4131	Cycling	Cyprus	Team-25	2003-08-07	2004-11-07	
4132	Triathlon-4132	Triathlon	Truganina	Team-96	2001-02-13	2003-01-09	
4133	Surfing-4133	Surfing	Afghanistan	Team-27	2007-07-10	2009-04-08	
4134	Polo-4134	Polo	Pearcedale	Team-63	2018-10-27	2020-08-13	
4135	Equestrian-4135	Equestrian	Picnic Point	Team-86	2011-11-02	2013-10-12	
4136	Croquet-4136	Croquet	Moonee Beach	Team-27	2017-12-17	2019-11-07	
4137	Cycling-4137	Cycling	Narre Warren	Team-34	2010-02-05	2011-11-20	
4138	Shooting-4138	Shooting	Collingullie	Team-18	2013-10-20	2015-09-14	
4139	Shooting-4139	Shooting	Cranbourne South	Team-63	2012-08-05	2014-05-31	
4140	Equestrian-4140	Equestrian	Prahran	Team-10	2010-03-16	2010-09-01	
4141	Climbing-4141	Climbing	Sandgate (NSW)	Team-57	2010-03-07	2011-12-31	
4142	Swimming-4142	Swimming	Ripponlea	Team-13	2008-08-21	2010-04-28	
4143	Handball-4143	Handball	Taringa	Team-26	2014-01-08	2015-04-19	
4144	Polo-4144	Polo	Poland	Team-19	2003-12-27	2005-03-14	
4145	Racquets-4145	Racquets	Viewbank	Team-65	2015-07-19	2017-06-10	
4146	Judo-4146	Judo	Laos	Team-52	2002-02-27	2003-08-13	
4147	Water polo-4147	Water polo	Gosnells	Team-30	2016-08-09	2018-07-16	
4148	Surfing-4148	Surfing	Banksia	Team-78	2011-04-28	2012-06-09	
4149	Cricket-4149	Cricket	Mount Pleasant (NSW)	Team-1	2004-11-24	2006-11-10	
4150	Rugby 7s-4150	Rugby 7s	Vivonne Bay	Team-20	2007-01-27	2008-07-24	
4151	Swimming-4151	Swimming	Table Top	Team-10	2004-05-06	2006-03-18	
4152	Soccer-4152	Soccer	Sunnybank	Team-70	2002-10-26	2004-06-09	
4153	Rowing-4153	Rowing	Baulkham Hills	Team-26	2005-08-19	2007-06-12	
4154	Softball-4154	Softball	West Pymble	Team-41	2001-02-11	2002-06-25	
4155	Pentathlon-4155	Pentathlon	Golden Gully	Team-63	2001-08-28	2003-06-21	
4156	Croquet-4156	Croquet	Braybrook	Team-10	2000-06-08	2001-10-14	
4157	Fencing-4157	Fencing	Mount Rascal	Team-89	2008-05-04	2010-04-18	
4158	Tennis-4158	Tennis	Seaton (SA)	Team-21	2012-09-06	2013-12-04	
4159	Croquet-4159	Croquet	Greenwood (WA)	Team-96	2015-09-02	2017-09-05	
4160	Gymnastics-4160	Gymnastics	Maroochydore	Team-42	2015-09-18	2017-08-07	
4161	Taekwondo-4161	Taekwondo	Deception Bay	Team-7	2011-12-18	2013-05-09	
4162	Golf-4162	Golf	Croydon North	Team-91	2007-08-01	2009-07-31	
4163	Canoe-4163	Canoe	Melbourne	Team-45	2004-01-27	2005-11-06	
4164	Sailing-4164	Sailing	Macgregor (Qld)	Team-40	2007-07-24	2009-06-17	
4165	Croquet-4165	Croquet	Ardmona	Team-12	2002-07-09	2004-03-27	
4166	Climbing-4166	Climbing	Southern Moreton Bay Islands	Team-19	2015-02-17	2016-12-02	
4167	Kayak-4167	Kayak	Meridan Plains	Team-70	2017-05-02	2018-10-25	
4168	Rugby union-4168	Rugby union	Chipping Norton	Team-23	2004-12-05	2005-09-08	
4169	Badminton-4169	Badminton	Burpengary East	Team-98	2014-06-01	2015-06-06	
4170	Shooting-4170	Shooting	Taabinga	Team-1	2008-12-18	2010-10-12	
4171	Canoe-4171	Canoe	Twin Waters	Team-87	2015-12-21	2017-04-30	
4172	Boxing-4172	Boxing	Shelley (WA)	Team-90	2005-10-21	2007-02-27	
4173	Sailing-4173	Sailing	Bellbird Park	Team-8	2012-12-16	2014-10-22	
4174	Volleyball-4174	Volleyball	Deakin	Team-79	2018-02-11	2019-12-09	
4175	Dancing-4175	Dancing	Victoria Point (Qld)	Team-82	2001-10-03	2003-08-19	
4176	Racquets-4176	Racquets	Klemzig	Team-42	2000-02-02	2001-09-12	
4177	Kayak-4177	Kayak	Ashby (WA)	Team-58	2000-07-11	2002-07-10	
4178	Cricket-4178	Cricket	Kilsyth South	Team-47	2006-08-20	2008-08-25	
4179	Rowing-4179	Rowing	Red Hill (ACT)	Team-57	1999-01-10	2000-12-15	
4180	Baseball-4180	Baseball	Orelia	Team-11	2000-07-20	2002-02-03	
4181	Canoe-4181	Canoe	Centenary Heights	Team-92	2014-06-12	2016-05-09	
4182	Triathlon-4182	Triathlon	Keiraville	Team-81	2000-02-14	2001-06-26	
4183	Rugby 7s-4183	Rugby 7s	Montrose (Vic.)	Team-61	2000-11-17	2002-02-27	
4184	Volleyball-4184	Volleyball	Sefton Park	Team-73	2009-06-22	2011-06-08	
4185	Pentathlon-4185	Pentathlon	Fairfield (Vic.)	Team-40	2010-06-24	2012-04-27	
4186	Croquet-4186	Croquet	Copacabana	Team-84	1999-02-13	1999-03-22	
4187	Soccer-4187	Soccer	Melville (WA)	Team-13	2011-12-21	2013-11-30	
4188	Kayak-4188	Kayak	Hadfield	Team-52	2016-10-24	2018-08-14	
4189	Handball-4189	Handball	Morisset	Team-54	2001-01-21	2002-06-06	
4190	Soccer-4190	Soccer	Inverlaw	Team-48	2009-01-06	2010-07-21	
4191	Basketball-4191	Basketball	Edge Hill	Team-70	2013-06-01	2015-05-06	
4192	Shooting-4192	Shooting	Hampton Park	Team-53	2004-01-18	2005-09-18	
4193	Basketball-4193	Basketball	Werribee South	Team-23	2007-11-26	2009-08-20	
4194	Track and field-4194	Track and field	Woomargama	Team-60	1999-09-23	2001-05-29	
4195	Bowling-4195	Bowling	City Beach	Team-15	2014-03-02	2015-10-09	
4196	Cricket-4196	Cricket	Shanes Park	Team-95	2002-06-23	2003-11-20	
4197	Racquets-4197	Racquets	Brighton (Vic.)	Team-40	2015-01-25	2016-04-19	
4198	Diving-4198	Diving	Jewells	Team-94	2016-03-24	2017-06-10	
4199	Kayak-4199	Kayak	Coogee (NSW)	Team-49	2011-08-13	2013-07-02	
4200	Weightlifting-4200	Weightlifting	Reedy Creek (Qld)	Team-12	2013-10-22	2015-10-28	
4201	Sailing-4201	Sailing	USA	Team-18	2003-03-02	2004-06-03	
4202	Netball-4202	Netball	Collaroy (NSW)	Team-18	2016-07-16	2018-05-23	
4203	Lacrosse-4203	Lacrosse	Mount Cottrell	Team-86	2007-08-11	2008-08-22	
4204	Swimming-4204	Swimming	Freshwater (Qld)	Team-89	2002-08-23	2004-01-24	
4205	Squash-4205	Squash	Currambine	Team-42	2003-09-04	2005-04-16	
4206	Pentathlon-4206	Pentathlon	Sheldon	Team-91	2017-11-01	2019-04-21	
4207	Fencing-4207	Fencing	Yahl	Team-96	2015-11-25	2017-05-13	
4208	Tennis-4208	Tennis	Dubbo	Team-87	2018-05-28	2020-05-14	
4209	Pentathlon-4209	Pentathlon	Haynes	Team-83	2013-11-06	2015-11-02	
4210	Taekwondo-4210	Taekwondo	Riverside (NSW)	Team-72	2018-08-23	2020-08-07	
4211	Surfing-4211	Surfing	Milang	Team-38	2002-07-03	2004-06-03	
4212	Rugby union-4212	Rugby union	Ocean View	Team-17	2010-01-17	2011-05-08	
4213	Baseball-4213	Baseball	Surrey Hills	Team-40	2005-04-19	2006-10-03	
4214	Triathlon-4214	Triathlon	Alexandria	Team-15	2008-03-10	2009-09-17	
4215	Track and field-4215	Track and field	Gordonbrook	Team-52	2014-03-09	2016-02-20	
4216	Surfing-4216	Surfing	Iraq	Team-77	2005-05-21	2006-07-05	
4217	Taekwondo-4217	Taekwondo	Yarrowyck	Team-53	1999-12-28	2001-11-30	
4218	Boxing-4218	Boxing	Claremont (Tas.)	Team-4	2004-03-27	2006-01-20	
4219	Equestrian-4219	Equestrian	Camden Park (SA)	Team-34	2010-01-13	2011-05-03	
4220	Archery-4220	Archery	China	Team-30	2000-08-17	2002-06-16	
4221	Dancing-4221	Dancing	Acacia Gardens	Team-17	2013-05-24	2015-05-07	
4222	Softball-4222	Softball	Wynn Vale	Team-47	2010-05-15	2010-06-04	
4223	Lacrosse-4223	Lacrosse	Japan	Team-40	2008-09-11	2010-09-09	
4224	Swimming-4224	Swimming	Southport (Qld)	Team-5	2003-12-26	2005-10-28	
4225	Kayak-4225	Kayak	Blackett	Team-76	2005-12-06	2007-08-08	
4226	Dancing-4226	Dancing	Sunnybank	Team-26	2017-07-02	2019-05-11	
4227	Water polo-4227	Water polo	Morningside	Team-31	2015-12-14	2017-07-04	
4228	Weightlifting-4228	Weightlifting	Seville	Team-69	2011-01-18	2012-07-22	
4229	Rugby union-4229	Rugby union	Langwarrin	Team-87	2016-09-14	2018-03-21	
4230	Archery-4230	Archery	Seven Hills (Qld)	Team-45	2006-04-10	2008-02-03	
4231	Rowing-4231	Rowing	Brighton-le-Sands	Team-96	2007-06-01	2009-03-22	
4232	Lacrosse-4232	Lacrosse	Highbury (SA)	Team-95	2011-06-04	2013-06-05	
4233	Golf-4233	Golf	Elwood	Team-74	2012-06-11	2013-03-08	
4234	Rugby 7s-4234	Rugby 7s	Virginia (Qld)	Team-57	2018-12-13	2020-08-28	
4235	Cricket-4235	Cricket	Maryborough West	Team-91	2013-10-20	2015-10-26	
4236	Soccer-4236	Soccer	Marmion	Team-88	2004-01-18	2005-05-05	
4237	Netball-4237	Netball	Northcote	Team-69	2017-06-02	2019-04-27	
4238	Rugby union-4238	Rugby union	Ocean View	Team-36	2015-04-17	2017-01-09	
4239	Swimming-4239	Swimming	Gymea	Team-37	2015-07-23	2017-05-23	
4240	Soccer-4240	Soccer	Eastwood (NSW)	Team-46	2007-10-26	2009-06-20	
4241	Water polo-4241	Water polo	Dalkeith	Team-58	2013-02-03	2014-09-07	
4242	Handball-4242	Handball	Eltham North	Team-78	2005-08-09	2007-07-17	
4243	Gymnastics-4243	Gymnastics	Helensvale	Team-89	2018-03-13	2020-01-20	
4244	Triathlon-4244	Triathlon	Reservoir (Vic.)	Team-65	2003-01-06	2005-01-01	
4245	Tennis-4245	Tennis	Pottsville	Team-30	2000-08-27	2002-01-25	
4246	Gymnastics-4246	Gymnastics	Balmain	Team-21	2014-09-09	2016-04-27	
4247	Swimming-4247	Swimming	Caulfield	Team-62	2015-01-28	2015-08-13	
4248	Tennis-4248	Tennis	Mickleham	Team-42	2009-05-15	2009-12-18	
4249	Surfing-4249	Surfing	Honduras	Team-16	2008-01-24	2010-01-04	
4250	Squash-4250	Squash	Forest Lake	Team-34	2006-04-08	2006-09-05	
4251	Volleyball-4251	Volleyball	Travellers Rest	Team-57	2018-10-15	2020-07-22	
4252	Squash-4252	Squash	Hocking	Team-59	2011-09-28	2013-01-12	
4253	Weightlifting-4253	Weightlifting	Sadliers Crossing	Team-38	2005-03-06	2007-01-28	
4254	Diving-4254	Diving	Moranbah	Team-20	2004-08-15	2006-07-02	
4255	Pentathlon-4255	Pentathlon	Kyle Bay	Team-59	2011-03-22	2013-03-04	
4256	Canoe-4256	Canoe	Graceville	Team-77	2003-07-10	2004-12-08	
4257	Cycling-4257	Cycling	Binjura	Team-13	2018-09-02	2020-08-12	
4258	Volleyball-4258	Volleyball	Fernhill	Team-44	2006-09-04	2008-09-09	
4259	Squash-4259	Squash	Banks	Team-85	2000-10-27	2001-09-04	
4260	Basketball-4260	Basketball	Chatswood	Team-15	2007-05-14	2007-09-04	
4261	Climbing-4261	Climbing	Campsie	Team-72	2001-06-15	2003-02-15	
4262	Taekwondo-4262	Taekwondo	The Gap (NT)	Team-81	2000-08-24	2002-06-22	
4263	Pentathlon-4263	Pentathlon	Mooroolbark	Team-51	2018-10-12	2020-09-04	
4264	Tennis-4264	Tennis	Wellington Point	Team-71	2018-09-11	2019-07-14	
4265	Water polo-4265	Water polo	Blair Athol (NSW)	Team-75	2014-01-09	2015-09-16	
